Taxa	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Acetobacteroides	99	52	12	78	10	27	14	20	10	121	3	86	82	103	230	185	79	13	9	64	174	149	56	102	85	164	58	122	44	68	137	131	38	63	211	95	58	28	49	46
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Acetobacteroides|s__uncultured Acetobacteroides sp.	99	52	12	78	10	27	14	20	10	121	3	86	82	103	230	185	79	13	9	64	174	149	56	102	85	164	58	122	44	68	137	131	38	63	211	95	58	28	49	46
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	121634	185565	56824	95046	18562	2273	131937	56990	9445	245134	60874	72309	283921	101378	21391	150020	129968	14664	215067	243155	28600	186493	50203	101809	220928	46480	153692	159812	939052	64117	16946	37727	51834	36132	47046	53614	23697	155775	32750	13801
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes communis	107542	9510	5820	12281	58	162	665	34924	1023	18726	103	7169	30348	8838	659	4380	15774	153	689	15411	1944	10708	12391	19073	26438	8129	230	30869	23919	446	1139	3779	6906	358	10291	7509	1899	30254	2860	974
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes dispar	5806	1735	2185	1483	51	118	162	1968	177	1972	12	1231	12991	2482	223	3670	1541	102	57	3599	2588	4225	2531	1195	4554	723	232	2234	4065	142	362	161	1414	12113	550	173	439	1324	820	140
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes finegoldii	1442	30011	4900	7726	293	100	122782	3586	1142	34893	427	7366	2816	10917	1081	7083	3325	109	532	178691	4995	41332	4742	4704	16875	6090	6462	5977	81638	2730	2090	3019	4346	18602	7716	3113	3473	4554	19053	909
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes ihumii	378	6673	1633	1603	3	32	34	540	25	5478	2	695	366	948	159	1219	676	11	20	2491	1052	9799	1155	609	5173	371	23	4898	2095	2549	294	596	657	36	2343	4190	241	800	489	177
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes indistinctus	249	1338	326	696	16630	34	3244	453	32	1574	31	1288	622	587	469	690	876	13474	49	822	535	1603	832	713	2842	1131	320	4515	2247	166	888	3588	1054	228	4480	2396	308	1672	1637	205
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes megaguti	1247	1494	972	1646	958	4	296	1670	4575	2621	2649	1678	495	1780	2568	4328	1499	11	34	2847	2042	3556	4900	1962	3899	980	256	2536	4256	686	1795	1963	3354	378	1264	1843	960	1427	597	313
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii	1335	9797	2027	7297	213	592	1502	3500	1336	21470	53482	10996	221052	14811	855	106459	89354	347	202846	6582	5754	16468	3922	16089	49920	11848	136884	49634	531307	16411	1196	1961	2610	1143	10602	985	10732	59175	1957	825
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes senegalensis	550	5943	2351	3918	211	939	1239	2028	13	6715	214	1816	689	3414	12464	4068	3047	155	206	7285	908	7790	4817	2874	6086	4933	654	16379	12337	1243	830	4467	2638	275	1447	9464	550	3107	1232	326
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes shahii	367	103149	30778	45443	85	193	540	1787	307	127075	214	30923	769	43799	503	2999	2385	114	352	3768	6870	60732	2325	43717	78507	6914	363	29370	193471	34778	5624	14482	20581	460	4998	19314	2231	38407	862	8270
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes sp. dk3624	283	342	254	4222	8	13	43	552	234	2293	32	895	373	621	652	766	480	89	21	976	133	1098	826	332	2942	203	80	685	14846	137	176	1083	377	222	184	90	219	294	208	276
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured Alistipes sp.	710	1282	1047	1657	5	6	80	1888	46	2039	20	1454	483	2827	892	2274	1508	33	36	3147	281	4054	2830	1109	3717	711	70	1984	3941	364	437	159	1192	530	448	265	552	1171	632	219
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae	19	12	1	34	1	0	1	0	2	46	2	36	10	32	54	38	29	7	2	10	71	60	157	28	49	23	5	72	23	66	40	28	25	39	6	19	40	8	23	23
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae|g__Salinivirga	19	12	1	34	1	0	1	0	2	46	2	36	10	32	54	38	29	7	2	10	71	60	157	28	49	23	5	72	23	66	40	28	25	39	6	19	40	8	23	23
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae|g__Salinivirga|s__Salinivirga cyanobacteriivorans	19	12	1	34	1	0	1	0	2	46	2	36	10	32	54	38	29	7	2	10	71	60	157	28	49	23	5	72	23	66	40	28	25	39	6	19	40	8	23	23
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	156521	156562	89719	100454	134296	273064	13294	1206575	248590	117602	26467	49506	185501	140822	119162	126521	65936	635935	142135	193769	137734	323100	149274	145536	138796	110176	315391	180460	267058	170468	23121	36221	73716	40267	37872	16528	182053	67867	145666	44078
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	155902	156220	89652	100135	134284	273050	13236	1206429	248535	116917	26442	49070	185420	140465	118365	126025	65636	635885	141687	193416	137028	322217	148702	145018	138062	109939	315213	179662	266721	170260	22476	35828	73461	39915	37539	16259	181613	67619	145420	43887
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides chongii	337	1331	201	705	108	358	90	471	421	1168	281	834	362	757	1260	1582	825	1732	224	1355	646	1497	1231	561	3570	330	397	672	320	1006	198	220	700	850	304	132	1335	218	1419	579
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	47361	94293	53722	25951	47950	179624	8871	431377	12484	30758	12859	29034	51038	34352	34343	51420	20936	250286	62588	60349	23120	22168	54872	51193	44812	2636	84028	71365	54529	71515	9613	11362	31761	17531	12246	3826	73768	7778	71713	22221
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides faecis	188	649	151	605	366	919	110	735	218	1259	1264	491	289	703	1200	1327	934	1905	183	613	594	1156	1318	382	924	97	301	543	223	750	288	374	521	795	98	155	709	187	2658	422
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides goldsteinii	648	8911	1086	5329	207	1509	342	954	932	2393	1307	1076	390	1681	4465	8762	1587	108508	947	1163	1259	16156	2704	987	1858	610	852	24426	3890	1688	354	1658	1083	1539	587	401	2075	270	3070	1534
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides johnsonii	1199	10545	383	4674	750	3151	389	41955	16612	2620	2413	1834	699	1988	10493	23138	3586	494	663	2001	1424	5648	4205	1075	2728	974	1216	12598	2511	51882	285	447	1414	3100	2624	478	3272	371	504	3498
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae	80252	3375	689	48780	173	557	2059	510321	208299	63324	7650	2028	100828	61568	52085	13628	26434	736	23381	93300	87646	154203	65786	67923	65078	64267	117262	42750	118037	4747	7707	15673	1850	8241	16605	9492	9629	45981	3495	3409
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. CT06	46	334	162	143	97	1041	184	349	240	752	27	32	429	259	408	444	172	873	170	146	37	1986	178	882	305	670	5305	177	252	326	19	27	39	136	26	33	228	142	70	53
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	615	337	63	282	9	12	47	98	42	597	25	404	76	332	761	463	279	36	176	347	666	858	558	422	632	234	152	787	329	201	634	390	247	299	326	261	403	240	244	155
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella forsythia	258	215	23	175	3	7	16	35	35	415	20	256	19	215	440	321	182	26	26	183	309	599	360	184	342	104	96	376	121	188	365	184	149	214	163	137	305	90	213	125
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella serpentiformis	357	122	40	107	6	5	31	63	7	181	5	148	57	117	314	142	95	10	150	164	357	257	198	238	287	130	56	411	208	12	269	206	98	85	163	124	97	150	31	30
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae	44	13	5	23	1	4	1	5	5	34	9	17	14	28	62	61	42	12	2	24	14	22	10	59	37	26	6	58	37	20	23	38	16	20	16	51	31	75	23	37
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__Tenuifilum	44	13	5	23	1	4	1	5	5	34	9	17	14	28	62	61	42	12	2	24	14	22	10	59	37	26	6	58	37	20	23	38	16	20	16	51	31	75	23	37
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tenuifilaceae|g__Tenuifilum|s__Tenuifilum thalassicum	44	13	5	23	1	4	1	5	5	34	9	17	14	28	62	61	42	12	2	24	14	22	10	59	37	26	6	58	37	20	23	38	16	20	16	51	31	75	23	37
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|g__Candidatus Azobacteroides	58	13	0	41	1	1	16	2	4	68	1	27	7	5	67	65	20	3	0	15	67	62	9	153	25	20	11	109	15	67	26	120	15	37	14	16	26	3	65	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|g__Candidatus Azobacteroides|s__Candidatus Azobacteroides pseudotrichonymphae	58	13	0	41	1	1	16	2	4	68	1	27	7	5	67	65	20	3	0	15	67	62	9	153	25	20	11	109	15	67	26	120	15	37	14	16	26	3	65	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales	870	1068	199	1556	96	119	205	201	171	3282	178	1568	188	1423	2907	3343	1750	348	188	958	1532	2656	2577	1812	1496	553	622	1150	585	2507	635	980	1044	2047	616	609	2429	531	1838	1171
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae	165	265	47	348	18	26	43	66	83	698	80	235	65	239	651	627	339	101	44	243	300	576	238	417	268	124	103	215	129	723	103	240	190	310	117	104	378	90	551	203
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum	90	147	19	101	10	10	14	15	16	211	71	69	35	59	259	158	164	53	9	141	95	166	32	145	95	32	21	113	51	228	19	85	94	91	26	23	144	36	213	62
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum antarcticum	9	33	1	29	3	1	4	1	4	30	4	2	0	11	49	13	11	17	1	33	13	29	5	66	11	14	5	17	13	48	11	17	17	7	4	3	5	8	59	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum manganireducens	61	31	0	24	5	7	2	10	1	74	2	16	21	11	81	43	45	24	5	50	36	52	6	23	22	7	8	57	14	99	5	47	37	21	10	9	61	6	70	8
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Labilibaculum|s__Labilibaculum sp.	13	64	11	18	1	2	7	3	8	20	65	3	11	6	45	43	77	10	1	54	36	38	10	18	23	4	2	17	19	18	1	19	25	12	11	9	9	2	40	25
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum	62	117	28	246	7	11	25	51	65	484	9	165	30	180	377	469	175	48	35	99	189	400	206	255	171	87	82	100	78	494	75	140	96	212	90	74	229	42	333	136
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum|s__Marinifilum fragile	54	108	28	151	0	10	21	40	60	288	9	60	15	110	211	317	129	40	31	93	158	257	161	192	108	43	29	67	65	361	27	95	76	115	13	60	87	34	239	84
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Marinifilum|s__uncultured Marinifilum sp.	8	9	0	39	7	1	4	11	5	98	0	18	15	6	100	10	29	7	4	6	27	89	0	28	8	39	45	33	13	133	47	44	0	10	77	14	28	4	94	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae	149	187	34	328	28	19	68	34	31	659	61	312	22	287	619	722	344	77	59	210	259	478	654	320	312	96	133	111	118	435	111	175	173	421	117	98	634	99	304	241
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkaliflexus	85	59	14	45	9	0	30	2	0	83	2	38	5	32	62	105	86	17	11	43	119	79	105	50	42	18	10	34	35	43	37	52	41	63	34	54	54	41	35	35
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkaliflexus|s__Alkaliflexus sp. Ai-910	85	59	14	45	9	0	30	2	0	83	2	38	5	32	62	105	86	17	11	43	119	79	105	50	42	18	10	34	35	43	37	52	41	63	34	54	54	41	35	35
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkalitalea	17	58	5	51	2	2	5	4	6	114	1	71	6	72	84	184	42	12	6	53	20	82	141	40	57	12	18	18	15	16	7	24	41	74	25	15	139	14	25	49
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Alkalitalea|s__Alkalitalea saponilacus	17	58	5	51	2	2	5	4	6	114	1	71	6	72	84	184	42	12	6	53	20	82	141	40	57	12	18	18	15	16	7	24	41	74	25	15	139	14	25	49
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Carboxylicivirga	47	70	15	232	17	17	33	28	25	461	58	203	11	183	447	433	216	42	42	114	120	314	408	230	213	66	104	58	68	376	67	99	90	284	58	29	441	44	244	157
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__Carboxylicivirga|s__uncultured Carboxylicivirga sp.	47	70	15	232	17	17	33	28	25	461	58	203	11	183	447	433	216	42	42	114	120	314	408	230	213	66	104	58	68	376	67	99	90	284	58	29	441	44	244	157
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae	530	603	117	864	50	74	94	98	57	1880	37	1002	92	882	1611	1974	1025	164	84	486	947	1566	1653	1062	898	318	377	796	323	1314	417	559	672	1297	377	397	1387	331	946	720
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Aquipluma	40	29	3	105	2	3	6	5	4	251	1	149	1	117	254	274	118	16	1	17	125	206	182	127	113	32	23	116	28	213	28	73	78	142	12	50	159	31	121	78
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Aquipluma|s__Aquipluma nitroreducens	40	29	3	105	2	3	6	5	4	251	1	149	1	117	254	274	118	16	1	17	125	206	182	127	113	32	23	116	28	213	28	73	78	142	12	50	159	31	121	78
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium	375	491	86	599	40	51	68	62	34	1214	26	687	57	573	1051	1316	509	113	68	362	602	1057	990	739	669	175	217	461	230	877	239	387	400	839	304	232	1029	215	632	530
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium halophilum	8	20	4	42	3	3	3	5	2	122	0	71	5	64	58	125	80	12	2	27	69	99	74	125	60	15	7	12	21	123	10	94	29	58	12	15	89	13	45	64
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__Draconibacterium orientale	52	35	6	62	2	2	4	11	4	213	1	79	9	108	165	176	26	19	39	20	56	110	41	50	101	23	36	103	20	155	55	37	29	73	56	37	92	14	81	75
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Draconibacterium|s__uncultured Draconibacterium sp.	255	365	60	435	32	30	57	33	18	773	24	445	34	312	684	878	369	71	27	256	425	735	683	515	409	116	166	322	161	530	150	249	297	607	225	157	776	149	466	349
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mangrovibacterium	72	27	12	64	2	11	5	17	5	241	2	86	20	94	151	187	239	15	3	44	125	124	287	94	41	55	69	171	32	96	71	18	141	176	25	39	63	51	72	49
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Mangrovibacterium|s__Mangrovibacterium marinum	72	27	12	64	2	11	5	17	5	241	2	86	20	94	151	187	239	15	3	44	125	124	287	94	41	55	69	171	32	96	71	18	141	176	25	39	63	51	72	49
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Maribellus	17	15	10	44	5	9	6	4	12	51	6	49	6	56	42	134	86	8	8	16	14	61	122	42	32	41	62	15	22	21	48	44	21	50	20	50	99	16	34	33
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Maribellus|s__Maribellus comscasis	17	15	10	44	5	9	6	4	12	51	6	49	6	56	42	134	86	8	8	16	14	61	122	42	32	41	62	15	22	21	48	44	21	50	20	50	99	16	34	33
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Sunxiuqinia	17	41	6	42	0	0	8	4	0	93	2	27	4	38	87	58	72	4	4	47	69	100	71	55	41	4	6	18	10	43	19	32	31	87	5	9	35	9	55	28
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae|g__Sunxiuqinia|s__uncultured Sunxiuqinia sp.	17	41	6	42	0	0	8	4	0	93	2	27	4	38	87	58	72	4	4	47	69	100	71	55	41	4	6	18	10	43	19	32	31	87	5	9	35	9	55	28
d__Bacteria|p__Bacteroidota|c__Chitinophagia	960	710	203	1035	80	153	164	247	201	2191	99	1168	180	977	2197	2694	1100	223	115	613	1434	1856	2113	1445	1250	668	550	1136	544	1191	728	937	655	1357	1078	741	1626	460	1159	909
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	960	710	203	1035	80	153	164	247	201	2191	99	1168	180	977	2197	2694	1100	223	115	613	1434	1856	2113	1445	1250	668	550	1136	544	1191	728	937	655	1357	1078	741	1626	460	1159	909
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	960	710	203	1035	80	153	164	247	201	2191	99	1168	180	977	2197	2694	1100	223	115	613	1434	1856	2113	1445	1250	668	550	1136	544	1191	728	937	655	1357	1078	741	1626	460	1159	909
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus	94	121	29	96	8	18	8	36	13	257	9	142	6	77	231	305	171	26	7	133	95	262	273	140	122	110	90	156	50	173	80	79	87	162	178	44	211	43	155	117
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus|s__Arachidicoccus ginsenosidivorans	6	2	11	22	0	0	0	24	1	62	1	60	0	31	46	141	31	9	3	15	22	49	128	22	39	52	39	8	10	10	27	32	13	63	88	16	89	5	8	32
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus|s__Arachidicoccus soli	18	47	9	47	0	3	5	6	1	109	5	73	4	42	46	107	58	6	1	55	18	77	83	70	51	9	6	39	15	55	4	22	35	65	8	5	81	22	53	63
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus|s__Arachidicoccus sp. B3-10	7	31	1	8	8	4	2	0	1	28	0	1	0	0	53	5	19	1	0	18	9	27	4	21	10	6	2	14	10	43	7	8	16	11	3	5	30	1	26	5
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus|s__Arachidicoccus sp. BS20	9	38	2	16	0	2	0	1	2	46	2	3	1	3	47	7	20	4	1	40	16	86	50	12	12	21	30	18	7	54	33	16	18	1	79	8	10	10	57	6
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus|s__Arachidicoccus terrestris	54	3	6	3	0	9	1	4	8	12	0	5	1	1	39	45	43	5	2	5	29	23	8	15	10	22	13	77	8	11	9	1	5	22	0	10	1	5	10	11
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga	404	288	60	442	34	66	84	95	58	832	29	573	58	419	858	1300	504	87	75	243	594	692	916	436	573	267	245	348	254	324	330	242	306	588	481	332	726	176	350	376
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga agri	15	38	8	27	7	9	2	11	8	46	0	18	4	23	29	61	33	9	6	25	8	62	45	33	25	32	16	19	27	17	10	19	23	24	33	11	34	20	54	26
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga alhagiae	6	0	3	5	0	0	2	22	7	4	0	5	4	1	52	60	9	4	1	2	10	19	52	13	21	6	3	5	4	0	11	8	0	29	1	4	5	4	6	2
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga caeni	20	42	1	27	1	12	6	5	1	54	13	4	1	19	23	5	29	7	24	38	70	52	50	91	30	8	11	18	12	32	16	24	18	63	33	23	56	13	13	25
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga filiformis	55	38	7	134	4	0	4	0	4	241	0	128	9	117	157	374	90	1	3	33	69	158	240	43	124	37	25	30	14	57	18	21	54	169	79	33	232	9	39	79
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga horti	65	6	2	18	1	1	4	15	0	72	0	65	11	27	40	33	25	8	7	1	16	32	0	12	16	14	10	61	21	24	13	10	11	20	15	18	19	12	24	20
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga oryzae	5	22	13	25	2	5	3	8	0	46	2	84	8	36	55	64	55	4	1	37	70	43	134	14	48	28	58	17	44	11	82	35	50	20	129	91	31	20	40	16
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga pinensis	45	10	6	17	0	5	13	5	2	35	2	6	3	18	162	40	13	15	2	7	32	43	20	17	16	25	9	62	41	42	35	27	21	12	4	23	16	22	37	7
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga sancti	13	43	6	67	1	12	15	10	1	142	5	96	5	77	84	218	61	9	9	38	24	98	140	77	103	24	26	19	15	46	24	11	31	76	12	8	127	13	38	74
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga sp. HK235	32	38	2	41	4	8	3	11	22	33	3	63	0	18	41	80	44	7	2	23	29	64	55	27	77	14	13	37	28	29	24	6	29	62	30	36	19	7	33	29
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga sp. LS1	5	1	1	34	0	4	3	2	3	75	1	41	4	30	69	155	39	1	2	1	13	28	48	11	41	9	6	2	6	2	0	11	15	45	1	3	63	7	5	44
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga sp. MD30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga sp. XS-30	32	6	3	26	1	3	7	4	1	34	1	22	3	30	99	65	32	6	1	13	86	41	65	53	39	17	30	12	19	43	13	30	17	14	74	21	19	14	36	9
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter	63	32	13	33	7	10	8	1	3	66	4	41	6	57	90	35	50	16	3	6	61	45	61	41	28	17	8	61	9	19	21	35	20	40	41	59	20	18	29	57
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter|s__Ferruginibacter albus	18	27	6	18	2	6	4	0	0	31	0	12	0	35	28	20	33	12	0	4	28	23	30	27	24	3	4	10	7	1	5	18	14	7	38	48	20	13	14	21
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter|s__Ferruginibacter lapsinanis	45	5	7	15	5	4	4	1	3	35	4	29	6	22	62	15	17	4	3	2	33	22	31	14	4	14	4	51	2	18	16	17	6	33	3	11	0	5	15	36
d__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Filimonas	179	1	4	55	0	2	2	1	0	104	0	45	3	30	153	47	20	6	4	5	150	108	20	46	25	30	18	197	11	62	24	92	8	54	12	44	69	12	101	14
