"","V1","V2","V3","V4","V5","V6","V7","V8","num_hash","freq_hash"
"11810",1341694,"|","Bifidobacterium [indicum] DSM 20214 = LMG 11587","|","","|","scientific name","|",184660,1.160072107411e-05
"11811",1032069,"|","Campylobacter ureolyticus RIGS 9880","|","","|","scientific name","|",184478,1.15892874597079e-05
"11812",3043408,"|","Pseudomonas kulmbachensis","|","","|","scientific name","|",184305,1.15784192438203e-05
"11813",167555,"|","Prochlorococcus marinus str. NATL1A","|","","|","scientific name","|",184271,1.1576283293877e-05
"11814",1300165,"|","Kosakonia cowanii JCM 10956 = DSM 18146","|","","|","scientific name","|",184157,1.15691215793614e-05
"11815",113557,"|","Lacticaseibacillus paracasei subsp. tolerans","|","","|","scientific name","|",184085,1.15645983912463e-05
"11816",2066024,"|","Candidatus Cytomitobacter primus","|","","|","scientific name","|",184008,1.15597610928454e-05
"11817",1173288,"|","Pseudomonas sp. R4-39-08","|","","|","scientific name","|",183810,1.15473223255289e-05
"11818",3157334,"|","Streptococcus sp. KHUD_011","|","","|","scientific name","|",183357,1.1518863933638e-05
"11819",92401,"|","Metamycoplasma cloacale","|","","|","scientific name","|",183148,1.15057341236928e-05
"11820",2823905,"|","Paenibacillus sp. S25","|","","|","scientific name","|",183011,1.14971275018626e-05
"11821",2903839,"|","Streptomyces sp. NBC_01362","|","","|","scientific name","|",182938,1.14925414916904e-05
"11822",1149953,"|","Brucella sp. 10RB9215","|","","|","scientific name","|",182910,1.149078247409e-05
"11823",634121,"|","Arsenophonus symbiont of Ornithomya chloropus","|","","|","scientific name","|",182743,1.14802911905453e-05
"11824",2884482,"|","Rickettsia endosymbiont of Ceutorhynchus assimilis","|","","|","scientific name","|",182722,1.1478971927345e-05
"11825",219745,"|","Mesoplasma tabanidae","|","","|","scientific name","|",182533,1.14670985585429e-05
"11826",171552,"|","Prevotellaceae","|","","|","scientific name","|",182351,1.14556649441408e-05
"11827",3066290,"|","Spiroplasma endosymbiont of Dioctria linearis","|","","|","scientific name","|",182059,1.14373209034517e-05
"11828",1940621,"|","Pseudomonas alloputida","|","","|","scientific name","|",182050,1.14367555049373e-05
"11829",3060154,"|","Diaphorobacter sp. C33","|","","|","scientific name","|",181931,1.1429279680136e-05
"11830",1077464,"|","Streptococcus oralis subsp. tigurinus","|","","|","scientific name","|",181892,1.1426829619907e-05
"11831",2830994,"|","Arthrobacter sp. StoSoilB19","|","","|","scientific name","|",181840,1.14235628729349e-05
"11832",251701,"|","Pseudomonas syringae group genomosp. 3","|","","|","scientific name","|",181661,1.14123177247043e-05
"11833",59920,"|","Prochlorococcus marinus str. NATL2A","|","","|","scientific name","|",181658,1.14121292585329e-05
"11834",2742134,"|","Streptomyces sp. NA03103","|","","|","scientific name","|",181573,1.14067893836748e-05
"11835",754516,"|","Mycoplasma miroungirhinis","|","","|","scientific name","|",181569,1.14065380954461e-05
"11836",3109594,"|","Rhodococcus sp. PD04","|","","|","scientific name","|",181523,1.1403648280817e-05
"11837",1500686,"|","Pseudomonas sp. Os17","|","","|","scientific name","|",181520,1.14034598146456e-05
"11838",301105,"|","Enterobacter hormaechei subsp. hormaechei","|","","|","scientific name","|",181386,1.13950416589869e-05
"11839",862965,"|","Haemophilus parainfluenzae T3T1","|","","|","scientific name","|",181274,1.13880055885856e-05
"11840",2976236,"|","Vibrio sp. STUT-A11","|","","|","scientific name","|",181265,1.13874401900712e-05
"11841",1702238,"|","Clostridium sp. MF28","|","","|","scientific name","|",180757,1.13555265850369e-05
"11842",1316593,"|","Capnocytophaga sp. oral taxon 864","|","","|","scientific name","|",180730,1.13538303894937e-05
"11843",221988,"|","[Mannheimia] succiniciproducens MBEL55E","|","","|","scientific name","|",180639,1.13481135822927e-05
"11844",754517,"|","Mycoplasma phocoenae","|","","|","scientific name","|",180595,1.13453494117779e-05
"11845",1727214,"|","Rhodococcus sp. H-CA8f","|","","|","scientific name","|",180412,1.13338529753186e-05
"11846",2884805,"|","Pseudomonas sp. HN2","|","","|","scientific name","|",180253,1.13238642682311e-05
"11847",2921444,"|","Paenibacillus sp. FSL H7-0942","|","","|","scientific name","|",180131,1.13161999772583e-05
"11848",2120,"|","Mesomycoplasma neurolyticum","|","","|","scientific name","|",180129,1.1316074333144e-05
"11849",1173270,"|","Pseudomonas sp. R1-43-08","|","","|","scientific name","|",179992,1.13074677113138e-05
"11850",267748,"|","Mycoplasma mobile 163K","|","","|","scientific name","|",179944,1.13044522525704e-05
"11851",2853158,"|","Acinetobacter sp. F9","|","","|","scientific name","|",179812,1.12961597410261e-05
"11852",83664,"|","Curtobacterium flaccumfaciens pv. betae","|","","|","scientific name","|",179613,1.12836581516524e-05
"11853",535289,"|","[Acidovorax] ebreus TPSY","|","","|","scientific name","|",179575,1.12812709134805e-05
"11854",1331671,"|","Pseudomonas putida H8234","|","","|","scientific name","|",179540,1.12790721414801e-05
"11855",87162,"|","Borreliella sinica","|","","|","scientific name","|",179414,1.12711565622787e-05
"11856",2800128,"|","Carnobacterium sp. CS13","|","","|","scientific name","|",179380,1.12690206123354e-05
"11857",2506430,"|","Rhizobium rhododendri","|","","|","scientific name","|",179326,1.12656282212491e-05
"11858",1774373,"|","Alteromonas mediterranea DE","|","","|","scientific name","|",179194,1.12573357097047e-05
"11859",2856522,"|","Chryseobacterium sp. D764","|","","|","scientific name","|",179167,1.12556395141615e-05
"11860",1173284,"|","Pseudomonas sp. R3-52-08","|","","|","scientific name","|",179089,1.12507393937035e-05
"11861",1576550,"|","Candidatus Kinetoplastibacterium sorsogonicusi","|","","|","scientific name","|",179048,1.12481636893602e-05
"11862",1749074,"|","Mycoplasma sp. (ex Biomphalaria glabrata)","|","","|","scientific name","|",179031,1.12470957143886e-05
"11863",1088883,"|","Francisella hispaniensis FSC454","|","","|","scientific name","|",179020,1.12464046717599e-05
"11864",292486,"|","Avibacterium","|","","|","scientific name","|",178963,1.12428238145021e-05
"11865",2121,"|","Metamycoplasma orale","|","","|","scientific name","|",178913,1.12396827116444e-05
"11866",271881,"|","Lactiplantibacillus argentoratensis","|","","|","scientific name","|",178831,1.12345313029577e-05
"11867",1150862,"|","Pseudomonas fuscovaginae UPB0736","|","","|","scientific name","|",178819,1.12337774382719e-05
"11868",2993430,"|","Streptococcus parapneumoniae","|","","|","scientific name","|",178782,1.12314530221571e-05
"11869",3141184,"|","Faecalibacterium sp. i21-0019-B1","|","","|","scientific name","|",178539,1.12161872622687e-05
"11870",214675,"|","Leptospira interrogans serovar Manilae","|","","|","scientific name","|",178285,1.12002304597515e-05
"11871",2217832,"|","Bacillus sp. JAS24-2","|","","|","scientific name","|",178135,1.11908071511783e-05
"11872",1353134,"|","Synechococcus sp. CBW1002","|","","|","scientific name","|",178117,1.11896763541495e-05
"11873",2975673,"|","Streptomyces sp. NBC_00184","|","","|","scientific name","|",178039,1.11847762336915e-05
"11874",2998559,"|","Stutzerimonas sp. R40042","|","","|","scientific name","|",178006,1.11827031058054e-05
"11875",2886044,"|","Brucella sp. JSBI001","|","","|","scientific name","|",177996,1.11820748852339e-05
"11876",1458492,"|","Myroides sp. ZB35","|","","|","scientific name","|",177834,1.11718977119749e-05
"11877",56142,"|","Metamycoplasma faucium","|","","|","scientific name","|",177771,1.11679399223742e-05
"11878",32052,"|","Synechococcus sp. WH 8020","|","","|","scientific name","|",177680,1.11622231151731e-05
"11879",2903841,"|","Streptomyces sp. NBC_01367","|","","|","scientific name","|",177520,1.11521715860284e-05
"11880",37763,"|","Clostridium perfringens A","|","","|","scientific name","|",177349,1.11414290142551e-05
"11881",1219058,"|","Sphingopyxis terrae subsp. terrae NBRC 15098","|","","|","scientific name","|",177216,1.11330736806535e-05
"11882",528343,"|","Pseudomonas sp. G11","|","","|","scientific name","|",177135,1.1127985094024e-05
"11883",202907,"|","Collimonas","|","","|","scientific name","|",177034,1.11216400662515e-05
"11884",1906945,"|","Parageobacillus","|","","|","scientific name","|",176973,1.1117807920765e-05
"11885",2831896,"|","Serratia sp. JSRIV006","|","","|","scientific name","|",176843,1.1109641053335e-05
"11886",621376,"|","Pseudoalteromonas donghaensis","|","","|","scientific name","|",176796,1.11066884166487e-05
"11887",1125411,"|","Candidatus Pseudothioglobus singularis PS1","|","","|","scientific name","|",176770,1.11050550431627e-05
"11888",3062685,"|","Streptomyces sp. VNUA74","|","","|","scientific name","|",176166,1.10671105206415e-05
"11889",2117,"|","Mycoplasmopsis lipophila","|","","|","scientific name","|",175977,1.10552371518394e-05
"11890",1130798,"|","Limosilactobacillus mucosae LM1","|","","|","scientific name","|",175928,1.10521588710388e-05
"11891",3118169,"|","Candidatus Blochmannia sp. SNP","|","","|","scientific name","|",175855,1.10475728608666e-05
"11892",3144667,"|","Pseudomonas sp. 10(2024)","|","","|","scientific name","|",175606,1.10319301686351e-05
"11893",59511,"|","Pseudomonas syringae pv. maculicola","|","","|","scientific name","|",175297,1.10125181529745e-05
"11894",120831,"|","Dyadobacter","|","","|","scientific name","|",175273,1.10110104236028e-05
"11895",2903847,"|","Streptomyces sp. NBC_01384","|","","|","scientific name","|",175260,1.10101937368598e-05
"11896",2792224,"|","Diaphorobacter sp. JS3051","|","","|","scientific name","|",175198,1.10062987693162e-05
"11897",1157948,"|","Thermotoga sp. 2812B","|","","|","scientific name","|",175174,1.10047910399445e-05
"11898",2921378,"|","Paenibacillus sp. FSL H8-0168","|","","|","scientific name","|",175054,1.0997252393086e-05
"11899",2563602,"|","Streptomyces sp. SS52","|","","|","scientific name","|",174799,1.09812327685116e-05
"11900",1750719,"|","Kurthia sp. 11kri321","|","","|","scientific name","|",174795,1.0980981480283e-05
"11901",2601575,"|","Candidatus Cytomitobacter indipagum","|","","|","scientific name","|",174635,1.09709299511383e-05
"11902",3035288,"|","Acinetobacter sp. ANC 7201","|","","|","scientific name","|",174580,1.09674747379948e-05
"11903",1227,"|","Nitrosococcus","|","","|","scientific name","|",174487,1.09616322866795e-05
"11904",3066279,"|","Spiroplasma endosymbiont of Cantharis rufa","|","","|","scientific name","|",174309,1.0950449960506e-05
"11905",218491,"|","Pectobacterium atrosepticum SCRI1043","|","","|","scientific name","|",174281,1.09486909429057e-05
"11906",2831890,"|","Enterobacter sp. JBIWA003","|","","|","scientific name","|",174243,1.09463037047339e-05
"11907",76802,"|","Xanthomonas citri pv. aurantifolii","|","","|","scientific name","|",174237,1.09459267723909e-05
"11908",292461,"|","Mycoplasma iguanae","|","","|","scientific name","|",174228,1.09453613738765e-05
"11909",92407,"|","Metamycoplasma subdolum","|","","|","scientific name","|",174196,1.09433510680476e-05
"11910",284035,"|","Streptomyces lienomycini","|","","|","scientific name","|",174168,1.09415920504473e-05
"11911",1316412,"|","Streptococcus sp. HSISS3","|","","|","scientific name","|",174107,1.09377599049609e-05
"11912",680198,"|","Streptomyces scabiei 87.22","|","","|","scientific name","|",174082,1.0936189353532e-05
"11913",1813182,"|","Geobacillus sp. JS12","|","","|","scientific name","|",173781,1.09172799143286e-05
"11914",3066286,"|","Spiroplasma endosymbiont of Crioceris asparagi","|","","|","scientific name","|",173449,1.08964229913534e-05
"11915",1710356,"|","Salmonella enterica subsp. salamae serovar 57:z29:z42","|","","|","scientific name","|",173345,1.08898894974093e-05
"11916",2903753,"|","Streptomyces sp. NBC_01124","|","","|","scientific name","|",173255,1.08842355122654e-05
"11917",2782609,"|","Bradyrhizobium sp. 131","|","","|","scientific name","|",173230,1.08826649608366e-05
"11918",2743575,"|","Acinetobacter sp. NEB 394","|","","|","scientific name","|",173222,1.08821623843793e-05
"11919",1224742,"|","Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920","|","","|","scientific name","|",173112,1.08752519580924e-05
"11920",2929157,"|","Erysipelothrix amsterdamensis","|","","|","scientific name","|",173097,1.0874309627235e-05
"11921",1050655,"|","Synechococcus sp. A15-60","|","","|","scientific name","|",173059,1.08719223890632e-05
"11922",2821536,"|","Chloracidobacterium sp. D","|","","|","scientific name","|",173010,1.08688441082626e-05
"11923",2601668,"|","Candidatus Nesciobacter abundans","|","","|","scientific name","|",172988,1.08674620230052e-05
"11924",45363,"|","Metamycoplasma alkalescens","|","","|","scientific name","|",172810,1.08562796968318e-05
"11925",1122984,"|","Prevotella intermedia ATCC 25611 = DSM 20706","|","","|","scientific name","|",172577,1.08416421575148e-05
"11926",95818,"|","Candidatus Saccharibacteria","|","","|","scientific name","|",172537,1.08391292752286e-05
"11927",2036,"|","Curtobacterium citreum","|","","|","scientific name","|",172525,1.08383754105428e-05
"11928",3079303,"|","Intestinibacillus sp. NTUH-41-i26","|","","|","scientific name","|",172511,1.08374959017426e-05
"11929",3149047,"|","Moraxella sp. K23","|","","|","scientific name","|",172500,1.08368048591139e-05
"11930",2806609,"|","Candidatus Gromoviella agglomerans","|","","|","scientific name","|",172247,1.08209108786539e-05
"11931",55602,"|","Metamycoplasma buccale","|","","|","scientific name","|",172074,1.08100426627662e-05
"11932",2921645,"|","Paenibacillus sp. FSL R5-0486","|","","|","scientific name","|",172014,1.0806273339337e-05
"11933",2903875,"|","Streptomyces sp. NBC_01460","|","","|","scientific name","|",171961,1.08029437703078e-05
"11934",167639,"|","Ilyobacter","|","","|","scientific name","|",171959,1.08028181261935e-05
"11935",2975951,"|","Streptosporangium sp. NBC_01810","|","","|","scientific name","|",171941,1.08016873291647e-05
"11936",2954090,"|","Pseudomonas sp. FP2300","|","","|","scientific name","|",171761,1.07903793588769e-05
"11937",1545702,"|","Lactobacillus sp. wkB8","|","","|","scientific name","|",171693,1.07861074589904e-05
"11938",3230994,"|","Candidatus Pelagibacter sp. Uisw_113","|","","|","scientific name","|",171619,1.0781458626761e-05
"11939",2008795,"|","Azonexaceae","|","","|","scientific name","|",171593,1.0779825253275e-05
"11940",2560028,"|","Aeromonas sp. 1805","|","","|","scientific name","|",171478,1.07726007167023e-05
"11941",1839785,"|","Acinetobacter portensis","|","","|","scientific name","|",171413,1.07685172829872e-05
"11942",171287,"|","Mesomycoplasma moatsii","|","","|","scientific name","|",171358,1.07650620698437e-05
"11943",712898,"|","Pantoea vagans C9-1","|","","|","scientific name","|",171295,1.0761104280243e-05
"11944",1871109,"|","Neisseria sp. RH3002v2g","|","","|","scientific name","|",171272,1.07596593729285e-05
"11945",2837506,"|","Niallia","|","","|","scientific name","|",171129,1.07506758187554e-05
"11946",3118752,"|","Pseudomonas sp. WP18","|","","|","scientific name","|",170963,1.07402473572678e-05
"11947",3161569,"|","Xanthomonas sp. WHRI 7065","|","","|","scientific name","|",170937,1.07386139837818e-05
"11948",3230991,"|","Candidatus Pelagibacter sp. Uisw_136","|","","|","scientific name","|",170811,1.07306984045804e-05
"11949",472834,"|","Candidatus Purcelliella pentastirinorum","|","","|","scientific name","|",170690,1.07230969356647e-05
"11950",3398775,"|","Mycoplasma sp. Z331B","|","","|","scientific name","|",170666,1.0721589206293e-05
"11951",1705617,"|","Capnocytophaga sp. oral taxon 323","|","","|","scientific name","|",170420,1.0706134980233e-05
"11952",38303,"|","Corynebacterium pseudogenitalium","|","","|","scientific name","|",170390,1.07042503185184e-05
"11953",135858,"|","Catenibacterium","|","","|","scientific name","|",170150,1.06891730248014e-05
"11954",907239,"|","Helicobacter pylori SouthAfrica7","|","","|","scientific name","|",170035,1.06819484882286e-05
"11955",61651,"|","Serratia ficaria","|","","|","scientific name","|",170010,1.06803779367998e-05
"11956",2822412,"|","unclassified Methylotuvimicrobium","|","","|","scientific name","|",169840,1.06696981870835e-05
"11957",643561,"|","Paracidovorax avenae ATCC 19860","|","","|","scientific name","|",169817,1.0668253279769e-05
"11958",3366579,"|","Aeromonas sp. A-8","|","","|","scientific name","|",169698,1.06607774549676e-05
"11959",1266844,"|","Acetobacter pasteurianus 386B","|","","|","scientific name","|",169696,1.06606518108533e-05
"11960",2026189,"|","Bacillus albus","|","","|","scientific name","|",169493,1.0647898933251e-05
"11961",2907242,"|","Pseudoalteromonas sp. PB2-1","|","","|","scientific name","|",169187,1.06286753837618e-05
"11962",141,"|","Borrelia parkeri","|","","|","scientific name","|",169147,1.06261625014756e-05
"11963",2749807,"|","Pseudomonas sp. Y39-6","|","","|","scientific name","|",169147,1.06261625014756e-05
"11964",2911524,"|","Avibacterium sp. 20-126","|","","|","scientific name","|",169094,1.06228329324464e-05
"11965",632335,"|","Caldicellulosiruptor acetigenus I77R1B","|","","|","scientific name","|",169061,1.06207598045604e-05
"11966",2975666,"|","Streptomyces sp. NBC_00145","|","","|","scientific name","|",169039,1.0619377719303e-05
"11967",2599819,"|","Bradyrhizobium sp. TM102","|","","|","scientific name","|",168663,1.0595756625813e-05
"11968",242605,"|","Luteibacter","|","","|","scientific name","|",168303,1.05731406852374e-05
"11969",484429,"|","Sphingobium sp. YBL2","|","","|","scientific name","|",168169,1.05647225295787e-05
"11970",1504576,"|","Pseudocitrobacter","|","","|","scientific name","|",168063,1.05580633915204e-05
"11971",2921555,"|","Sporosarcina sp. FSL K6-1540","|","","|","scientific name","|",167884,1.05468182432898e-05
"11972",454594,"|","Xanthomonas citri pv. mangiferaeindicae","|","","|","scientific name","|",167823,1.05429860978034e-05
"11973",2485784,"|","Erysipelothrix piscisicarius","|","","|","scientific name","|",167720,1.05365154259165e-05
"11974",69929,"|","Xanthomonas arboricola pv. pruni","|","","|","scientific name","|",167659,1.05326832804301e-05
"11975",1914243,"|","Citrobacter europaeus","|","","|","scientific name","|",167473,1.05209983777994e-05
"11976",56146,"|","Borreliella tanukii","|","","|","scientific name","|",167426,1.05180457411131e-05
"11977",324078,"|","Mesoplasma coleopterae","|","","|","scientific name","|",167344,1.05128943324265e-05
"11978",34008,"|","Rhodovulum","|","","|","scientific name","|",167162,1.05014607180244e-05
"11979",2895485,"|","Pseudomonas sp. B21-036","|","","|","scientific name","|",167117,1.04986337254524e-05
"11980",2563668,"|","Treponema sp. OMZ 799","|","","|","scientific name","|",166989,1.04905925021367e-05
"11981",718255,"|","Roseburia intestinalis XB6B4","|","","|","scientific name","|",166661,1.04699868673901e-05
"11982",444,"|","Legionellaceae","|","","|","scientific name","|",166550,1.0463013619046e-05
"11983",2796169,"|","Lysinibacillus sp. C5.1","|","","|","scientific name","|",166504,1.04601238044169e-05
"11984",3376180,"|","Pseudomonas sp. BNK-45","|","","|","scientific name","|",166275,1.04457375533285e-05
"11985",765698,"|","Mesorhizobium ciceri biovar biserrulae WSM1271","|","","|","scientific name","|",166222,1.04424079842993e-05
"11986",31954,"|","Bifidobacterium pseudolongum subsp. pseudolongum","|","","|","scientific name","|",166222,1.04424079842993e-05
"11987",2233998,"|","Bacillus sp. COPE52","|","","|","scientific name","|",166007,1.04289012420112e-05
"11988",1965231,"|","Campylobacter pinnipediorum","|","","|","scientific name","|",165906,1.04225562142386e-05
"11989",2654192,"|","Pantoea sp. JZ29","|","","|","scientific name","|",165568,1.04013223589204e-05
"11990",1441628,"|","Leptospirillum ferriphilum YSK","|","","|","scientific name","|",165547,1.04000030957202e-05
"11991",1777867,"|","Mesorhizobium jarvisii","|","","|","scientific name","|",165530,1.03989351207486e-05
"11992",1300254,"|","Alteromonas mediterranea MED64","|","","|","scientific name","|",165480,1.03957940178909e-05
"11993",743971,"|","Mesomycoplasma flocculare ATCC 27399","|","","|","scientific name","|",165466,1.03949145090907e-05
"11994",1933220,"|","Sphingobacterium sp. B29","|","","|","scientific name","|",165350,1.03876271504608e-05
"11995",96901,"|","Pseudomonas synxantha BG33R","|","","|","scientific name","|",165299,1.03844232255459e-05
"11996",906,"|","Megasphaera","|","","|","scientific name","|",165186,1.03773243330875e-05
"11997",2315253,"|","Vibrio diabolicus subgroup","|","","|","scientific name","|",165139,1.03743716964013e-05
"11998",2175635,"|","Curtobacterium sp. MCLR17_058","|","","|","scientific name","|",165105,1.0372235746458e-05
"11999",395019,"|","Burkholderia multivorans ATCC 17616","|","","|","scientific name","|",165077,1.03704767288577e-05
"12000",680646,"|","Rothia mucilaginosa DY-18","|","","|","scientific name","|",165036,1.03679010245144e-05
"12001",2563662,"|","Treponema sp. OMZ 906","|","","|","scientific name","|",165034,1.03677753804001e-05
"12002",1570939,"|","Rhodococcus sp. 2G","|","","|","scientific name","|",164925,1.03609277761702e-05
"12003",3398774,"|","Mycoplasma sp. VS42A","|","","|","scientific name","|",164776,1.03515672896543e-05
"12004",3119429,"|","Erysipelothrix rhusiopathiae subsp. ohloneorum","|","","|","scientific name","|",164737,1.03491172294252e-05
"12005",53416,"|","Lonepinella","|","","|","scientific name","|",164603,1.03406990737666e-05
"12006",634,"|","Yersinia bercovieri","|","","|","scientific name","|",164579,1.03391913443949e-05
"12007",702967,"|","Corynebacterium sp. NML98-0116","|","","|","scientific name","|",164374,1.03263128226782e-05
"12008",2303750,"|","Stenotrophomonas sp. G4","|","","|","scientific name","|",164343,1.03243653389064e-05
"12009",2976883,"|","Pseudomonas sp. SD17-1","|","","|","scientific name","|",164327,1.0323360185992e-05
"12010",538220,"|","Mycoplasma struthionis","|","","|","scientific name","|",164286,1.03207844816487e-05
"12011",1262350,"|","Pseudomonas syringae pv. syringae SM","|","","|","scientific name","|",164162,1.03129945465615e-05
"12012",653940,"|","Basfia succiniciproducens","|","","|","scientific name","|",164062,1.03067123408461e-05
"12013",1316411,"|","Streptococcus sp. HSISS2","|","","|","scientific name","|",164059,1.03065238746746e-05
"12014",3066287,"|","Spiroplasma endosymbiont of Polydrusus cervinus","|","","|","scientific name","|",163987,1.03020006865595e-05
"12015",1048758,"|","Candidatus Moranella endobia","|","","|","scientific name","|",163935,1.02987339395875e-05
"12016",3115152,"|","Akkermansia sp. RCC_12PD","|","","|","scientific name","|",163904,1.02967864558157e-05
"12017",166935,"|","Pseudoalteromonas translucida","|","","|","scientific name","|",163734,1.02861067060995e-05
"12018",2916816,"|","Wolbachia endosymbiont of Howardula sp.","|","","|","scientific name","|",163536,1.02736679387829e-05
"12019",2778370,"|","Brevibacillus sp. JNUCC-41","|","","|","scientific name","|",163464,1.02691447506678e-05
"12020",1511761,"|","Leuconostoc suionicum","|","","|","scientific name","|",163405,1.02654382492957e-05
"12021",497724,"|","Campylobacter subantarcticus","|","","|","scientific name","|",163343,1.02615432817522e-05
"12022",2630038,"|","unclassified Shimia","|","","|","scientific name","|",163297,1.02586534671231e-05
"12023",1866938,"|","Synechococcus sp. A18-25c","|","","|","scientific name","|",163274,1.02572085598085e-05
"12024",2842351,"|","Pseudomonas khavaziana","|","","|","scientific name","|",163188,1.02518058628932e-05
"12025",1329200,"|","Fictibacillus","|","","|","scientific name","|",163062,1.02438902836918e-05
"12026",882378,"|","Mycetohabitans rhizoxinica HKI 454","|","","|","scientific name","|",163030,1.02418799778629e-05
"12027",2103230,"|","Microbacterium sp. str. 'China'","|","","|","scientific name","|",162802,1.02275565488317e-05
"12028",562716,"|","Pseudoalteromonas sp. CF6-2","|","","|","scientific name","|",162632,1.02168767991155e-05
"12029",2518322,"|","Candidatus Borrelia fainii","|","","|","scientific name","|",162519,1.0209777906657e-05
"12030",2975938,"|","Streptomyces sp. NBC_01768","|","","|","scientific name","|",162416,1.02033072347701e-05
"12031",743967,"|","Mycoplasma yeatsii GM274B","|","","|","scientific name","|",162361,1.01998520216267e-05
"12032",742725,"|","Alistipes indistinctus YIT 12060","|","","|","scientific name","|",162237,1.01920620865395e-05
"12033",3035279,"|","Streptomyces sp. SudanB135_2055","|","","|","scientific name","|",162235,1.01919364424252e-05
"12034",2903647,"|","Streptomyces sp. NBC_00391","|","","|","scientific name","|",162151,1.01866593896243e-05
"12035",313624,"|","Nodularia spumigena CCY9414","|","","|","scientific name","|",162100,1.01834554647094e-05
"12036",428411,"|","Candidatus Riesia pediculischaeffi","|","","|","scientific name","|",162037,1.01794976751087e-05
"12037",33989,"|","Rickettsia amblyommatis","|","","|","scientific name","|",161976,1.01756655296223e-05
"12038",3230984,"|","Candidatus Pelagibacter sp. Uisw_106","|","","|","scientific name","|",161967,1.01751001311079e-05
"12039",3077949,"|","Candidatus Lariskella endosymbiont of Hedychridium roseum","|","","|","scientific name","|",161778,1.01632267623057e-05
"12040",102684,"|","Streptococcus infantarius","|","","|","scientific name","|",161766,1.01624728976199e-05
"12041",465797,"|","Acinetobacter septicus","|","","|","scientific name","|",161756,1.01618446770483e-05
"12042",1071078,"|","Bacillus sp. NSP9.1","|","","|","scientific name","|",161572,1.01502854185319e-05
"12043",85021,"|","Intrasporangiaceae","|","","|","scientific name","|",161520,1.01470186715599e-05
"12044",1940636,"|","Pseudomonas shirazica","|","","|","scientific name","|",161458,1.01431237040163e-05
"12045",2939415,"|","Stenotrophomonas sp. NY11291","|","","|","scientific name","|",161453,1.01428095937306e-05
"12046",2708348,"|","Acinetobacter sp. WY4","|","","|","scientific name","|",161226,1.01285489867565e-05
"12047",913848,"|","Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","|","","|","scientific name","|",161113,1.01214500942981e-05
"12048",91352,"|","Campylobacter hyointestinalis subsp. hyointestinalis","|","","|","scientific name","|",161031,1.01162986856115e-05
"12049",159191,"|","Nodularia","|","Nodularia <cyanobacteria>","|","scientific name","|",160943,1.01107703445819e-05
"12050",2831895,"|","Serratia sp. JSRIV004","|","","|","scientific name","|",160916,1.01090741490387e-05
"12051",2692624,"|","Pseudoalteromonas sp. M8","|","","|","scientific name","|",160820,1.01030432315519e-05
"12052",3395464,"|","Macrococcus sp. 21KM1573","|","","|","scientific name","|",160785,1.01008444595515e-05
"12053",2770788,"|","Clostridioides sp. ES-W-0016-02","|","","|","scientific name","|",160772,1.01000277728085e-05
"12054",106633,"|","Thioalkalivibrio","|","","|","scientific name","|",160725,1.00970751361222e-05
"12055",1814218,"|","Enterococcus saccharolyticus subsp. saccharolyticus","|","","|","scientific name","|",160536,1.00852017673201e-05
"12056",2735554,"|","Diaphorobacter sp. JS3050","|","","|","scientific name","|",160527,1.00846363688057e-05
"12057",487909,"|","Xanthomonas translucens pv. undulosa","|","","|","scientific name","|",160508,1.00834427497198e-05
"12058",3161568,"|","Xanthomonas sp. WHRI 7064","|","","|","scientific name","|",160339,1.00728258220607e-05
"12059",3066278,"|","Spiroplasma endosymbiont of Cantharis nigra","|","","|","scientific name","|",160223,1.00655384634308e-05
"12060",2975753,"|","Streptomyces sp. NBC_00470","|","","|","scientific name","|",160011,1.00522201873141e-05
"12061",142649,"|","Metamycoplasma phocicerebrale","|","","|","scientific name","|",159855,1.0042419946398e-05
"12062",3373603,"|","Neisseria sp. 23W00296","|","","|","scientific name","|",159813,1.00397814199975e-05
"12063",2627005,"|","unclassified Frigoribacterium","|","","|","scientific name","|",159754,1.00360749186254e-05
"12064",83334,"|","Escherichia coli O157:H7","|","","|","scientific name","|",159703,1.00328709937106e-05
"12065",120682,"|","Treponema sp. OMZ 803","|","","|","scientific name","|",159691,1.00321171290247e-05
"12066",1914872,"|","Nodularia spumigena UHCC 0039","|","","|","scientific name","|",159641,1.0028976026167e-05
"12067",2886359,"|","Stenotrophomonas sp. SI-NJAU-1","|","","|","scientific name","|",159558,1.00237617954232e-05
"12068",2646395,"|","unclassified Faecalibacterium","|","","|","scientific name","|",159271,1.00057318650199e-05
"12069",35769,"|","Metamycoplasma gateae","|","","|","scientific name","|",159200,1.0001271498962e-05
"12070",69219,"|","Enterobacter cloacae subsp. dissolvens","|","","|","scientific name","|",159116,9.99599444616101e-06
"12071",2767881,"|","Fructilactobacillus","|","","|","scientific name","|",159052,9.99197383450313e-06
"12072",2890314,"|","Erysipelothrix enhydrae","|","","|","scientific name","|",158866,9.98028893187243e-06
"12073",2615027,"|","unclassified Christiangramia","|","","|","scientific name","|",158784,9.97513752318578e-06
"12074",550542,"|","Geobacillus sp. Y412MC52","|","","|","scientific name","|",158560,9.96106538238322e-06
"12075",390988,"|","Actinocatenispora","|","","|","scientific name","|",158378,9.94963176798114e-06
